,author_id,edit_history_tweet_ids,text,created_at,id,author_username
11,225338707,['1582346606946312192'],"We know that far right ideology crashed the markets and pushed up mortgages, its undeniable. Jeremy Hunt, Liz Truss and half the western world have confirmed the fact!
So when will Tories agree that Brexit (another far right idea) has not only failed but has harmed this country?",2022-10-18T12:23:24.000Z,1582346606946312192,kercle
12,1581301115311857665,['1582346582753964032'],@George_Osborne Are you united with Prime Minister Liz Truss now then.,2022-10-18T12:23:18.000Z,1582346582753964032,ToryTruss
13,1334126715912728585,['1582346581411778561'],"Majority of Tory members think Liz Truss should resign, poll suggests, with MPs choosing unity candidate to replace her
https://t.co/TGQOrwvTDA",2022-10-18T12:23:18.000Z,1582346581411778561,PeterPNgo1
14,1160506639046328321,['1582346550851747841'],"⚠️ Truss threatens to ABANDON state pension triple lock - hitting 12million with cut in April

Days ago Truss was vowing she would honour triple lock - which raises pensions by highest of inflation, average earnings or 2.5%.

via https://t.co/wXVagzMtxa

https://t.co/EJNm0jSALr",2022-10-18T12:23:10.000Z,1582346550851747841,PriapusIQ
15,211168541,['1582346545240080384'],"A timeline of events from yesterday in the #HouseofCommons, including Liz Truss’ 29 minutes of silence https://t.co/xDcI9bEp1a",2022-10-18T12:23:09.000Z,1582346545240080384,DavidCJDunne
16,849590740246290433,['1582346544971681792'],"Liz Truss poised to drop pledge to increase defence spending, No 10 suggests https://t.co/jOd7xo86sc https://t.co/g0p0qEA5AJ",2022-10-18T12:23:09.000Z,1582346544971681792,PoliDigitalUK
17,1370269173436317697,['1582346532338401280'],"🅱️REAKING; Liz Truss poised to drop pledge to increase defence spending, No 10 suggests: Liz Truss will drop her pledge to increase defence spending to 2.5 per cent of GDP by 2026 in her hunt for emergency spending cuts, No 10 has hinted. VIA @Independent",2022-10-18T12:23:06.000Z,1582346532338401280,BRKHEADLINES
18,746662817084899328,['1582346515120500736'],"“Eventually the sole remaining business in our economy will be the hipster trade in ironic In Liz We Truss mugs. I don’t know if this was forecast by any of ⁦@trussliz⁩ ‘s wingnut economists, but I guess it’s called growth?” #ToriesOutNow  https://t.co/SaGKF6PmS8",2022-10-18T12:23:02.000Z,1582346515120500736,teggersmode
19,309874603,['1582346509680803841'],"Bloody China ! Feeding all the kids and bringing over 100 million out of poverty thanks to their current leader who has 98% popularity !

We got Liz truss backed up by a royal family of peodo’s 🙄 https://t.co/OgM5M2hEvB",2022-10-18T12:23:01.000Z,1582346509680803841,ALANMCALEES
20,20141225,['1582346494643884032'],"""The governing party has now spent many, many years breaking things at the same time as explaining that only they can fix them."" https://t.co/htmM0dHOSW",2022-10-18T12:22:57.000Z,1582346494643884032,D_Shariatmadari
21,3243077979,['1582346489338417152'],@IanDarke It was a shocker and 95% down to ludicrous team set up by the dithering Cowleys. They make Liz Truss look sensible,2022-10-18T12:22:56.000Z,1582346489338417152,Roydini25
22,2510613475,['1582346482744578049'],"So Tories who cheered each item of budget in HoP now say w/ regret that Liz’s ’ position is as untenable as Kwasi’s. Their own?

They don’t trust Tories to elect the new PM as they did Truss. Their circle of voters for PM’ll shrink to a few dozen MPs

Not the vote we deserve

GE",2022-10-18T12:22:54.000Z,1582346482744578049,MarciMay22
23,1009066445161091073,['1582346473433616384'],I've just joined this vote of no confidence in Liz Truss. Sign &amp; RT: https://t.co/lkkoqNTP5A,2022-10-18T12:22:52.000Z,1582346473433616384,KayRace2
24,20192702,['1582346472829616129'],"""The governing party has now spent many, many years breaking things at the same time as explaining that only they can fix them."" https://t.co/OGVSe5p9cD @MarinaHyde",2022-10-18T12:22:52.000Z,1582346472829616129,TimWThornton
25,911847666010685440,['1582346453900742656'],@PippaCrerar 'How to make friends and influence people' - Liz Truss edition.,2022-10-18T12:22:47.000Z,1582346453900742656,EdBish18
26,3293105649,['1582346453506150400'],"@LBC @ShelaghFogarty Liz Truss did not apologise. She read pre-prepared phrases that had the word ""sorry"" in them. #ToryShambles",2022-10-18T12:22:47.000Z,1582346453506150400,6d0dd9d89de84af
27,1467090555670867977,['1582346427464052736'],"The Conservative majority wants Liz Truss to step down as Premier.  I'm starting to figure out what he meant to say Boris Johnson when he ended his farewell speech with ""Hasta la vista, baby!"" https://t.co/nItlDVrQS5",2022-10-18T12:22:41.000Z,1582346427464052736,Malcolm85064573
28,1557468338611277824,['1582346413354078208'],"Great question on @BBCWorldatOne 

""You worked with Liz Truss in the past  does what has happened come as a surprise to you?""

#TheHumanHandgrenade",2022-10-18T12:22:38.000Z,1582346413354078208,IamDunt
29,14476016,['1582346405993017345'],Liz Truss’ spokesman repeatedly refuses to say that the Prime Minister will keep her manifesto pledge to maintain the pensions triple lock.,2022-10-18T12:22:36.000Z,1582346405993017345,AdamBienkov
30,31555416,['1582346403862700037'],Look I know this is obviously terrible but also imagine if Liz Truss is replaced by Theresa May who is replaced by Boris Johnson. https://t.co/a2BYWju0fC,2022-10-18T12:22:35.000Z,1582346403862700037,dunnace
31,2749415246,['1582346401471549440'],Liz Truss may resign soon. UK is in a free fall.,2022-10-18T12:22:35.000Z,1582346401471549440,AsianOptionGirl
32,941289511111229440,['1582346393779605506'],U.K. wonders if embattled Prime Minister Liz Truss can even outlast a lettuce https://t.co/7aDaxYGPyf,2022-10-18T12:22:33.000Z,1582346393779605506,incomebeetle
33,1472291698239803401,['1582346379632218114'],"Michael Carrick is up for the Middlesbrough job after being told he can appoint Alex Bruce, Bradley Walsh, Joey Essex and Liz Truss as his coaching staff. ""I was only joking as I didn't want the job but it shows how much they want me"" he said. #managermyths #Carrick #boro",2022-10-18T12:22:30.000Z,1582346379632218114,ManagerMyths
34,1265392840512868352,['1582346376544862208'],@MetroUK It's Liz Truss under a desk.,2022-10-18T12:22:29.000Z,1582346376544862208,JEFFRHYS1
35,3837183814,['1582346299105366016'],"@iealondon Will you be apologising to Liz Truss and Kwasi Kwarteng for wrecking their careers? 

P.S. Who funds you?",2022-10-18T12:22:10.000Z,1582346299105366016,pointsandhopes
36,1578431606,['1582346298497171457'],Britannia rechained: Liz Truss enters her hostage era | Marina Hyde https://t.co/MlTwHDkSJw,2022-10-18T12:22:10.000Z,1582346298497171457,RednorthUK
37,310396618,['1582346268382089218'],"“the Conservatives—who have dominated the postwar period and consider themselves the “natural party of government” in Britain—would suffer a wipeout on the scale of the Canadian center-right in 1993.”

🇨🇦 Tories
1984 elxn: 211 seats
1988: 169
1993: 2 https://t.co/0c13PSBEuP",2022-10-18T12:22:03.000Z,1582346268382089218,PatriciaTreble
38,981100990089846786,['1582346265366777856'],"BREAKING Liz Truss has threatened to abandon the state pension triple lock - a move that would hit 12.3million Brits with a real-terms cut in April

https://t.co/yXtCawfOkl",2022-10-18T12:22:02.000Z,1582346265366777856,MirrorBreaking_
39,555375397,['1582346255916990466'],"@pkaston @PippaCrerar It's pretty obvious Liz isn't running a bath at the moment, never mind the country.

I think in this case there's nothing beyond the 1922, especially now it's obvious that Truss has no power.",2022-10-18T12:22:00.000Z,1582346255916990466,AndyKyr
40,1371839352586842128,['1582346239600840706'],"Rumours are that Liz Truss will not show at PMQs this week. Mordaunt and Hunt are both elsewhere, so the PM will be represented by the ghost of Thatcher.",2022-10-18T12:21:56.000Z,1582346239600840706,DeadChronicler
41,201396237,['1582346226808524800'],@PippaCrerar Liz Truss on the way to Parliament https://t.co/MQpnDIocVb,2022-10-18T12:21:53.000Z,1582346226808524800,ResourcefulPaul
42,16973333,['1582346213235433472'],"Liz Truss poised to drop pledge to increase defence spending, No 10 suggests 🚨 https://t.co/UHKUeGDwj3",2022-10-18T12:21:50.000Z,1582346213235433472,Independent
43,1017334091476361216,['1582346209632538626'],@christiancalgie The membership got it right as they wanted @PennyMordaunt . The MP’s got it wrong putting Liz Truss forward.,2022-10-18T12:21:49.000Z,1582346209632538626,britishfilmcom1
44,1240959982985756675,['1582346205056872454'],#NEW 🇬🇧 Most Conservative party members want Liz Truss to resign now and be replaced by Boris Johnson - Sky,2022-10-18T12:21:48.000Z,1582346205056872454,UKR_Report
45,1513632851744501768,['1582346191328931840'],"If Liz Truss was an employee in the public or private sector and had done what she’s done, she would have been fired. 

So WHY is she still in charge of running the bloody country?",2022-10-18T12:21:45.000Z,1582346191328931840,LunaSpencer16
46,272686202,['1582346186471919616'],"Breaking: Liz Truss threatens to abandon state pension triple lock - hitting 12million with cut in April

https://t.co/vvSiQZpnVo",2022-10-18T12:21:44.000Z,1582346186471919616,ashcowburn
47,81875055,['1582346176237432833'],"BREAKING Liz Truss threatens to ABANDON state pension triple lock - hitting 12million with cut in April
https://t.co/oab6TZY4Kp",2022-10-18T12:21:41.000Z,1582346176237432833,danbloom1
48,2499559843,['1582346165315850241'],"Her credibility is totally blown!!

🚨She's out of her depth: L.Truss's constituents speak out on her premiership

This makes L.Truss almost as unpopular as both V.Putin &amp;Prince Andrew, whose net favourability ratings are minus 74 &amp; minus 80, respectively. https://t.co/lUDTqifay4",2022-10-18T12:21:39.000Z,1582346165315850241,tweet2chris2
49,746662817084899328,['1582346161016274948'],“the ⁦@Conservatives⁩ have managed to preside over a period from 2016 in which the UK economy contracted from being 90 % the size of Germany’s to now being just 70%. “ #ToriesDestroyingOurCountry  https://t.co/SaGKF6PmS8,2022-10-18T12:21:38.000Z,1582346161016274948,teggersmode
50,1348253578134220800,['1582346160139735040'],‘Hunt’s running the show’: the day power drained away from Liz Truss https://t.co/VUt80mxH4F,2022-10-18T12:21:37.000Z,1582346160139735040,DakotasChild1
51,1524329520643428353,['1582346122844024832'],"Liz Truss is not working for British citizens...
She's working for 55 Tufton Street, for the ultra rich oil companies. 
Don't take my word for it, watch this👇 https://t.co/asQZHXCNEy",2022-10-18T12:21:28.000Z,1582346122844024832,Nurseborisbash
52,442245676,['1582346113646231553'],"UK 10 year bond yields highest since 2008

Bloody Liz Truss. Bloody Brexit https://t.co/c1SyBF5bgl",2022-10-18T12:21:26.000Z,1582346113646231553,BBCPropaganda
53,3072016447,['1582346112991535106'],Liz Truss Wikipedia article edited by EddieHugh https://t.co/kTqqRKnWTc,2022-10-18T12:21:26.000Z,1582346112991535106,mps_edits
54,1484201280973119488,['1582346109560983553'],"Liz Truss and the Lessons From Britain, ByReuben Abati  https://t.co/ZKMIIXgOlB",2022-10-18T12:21:25.000Z,1582346109560983553,Modusoperandum1
55,3341106220,['1582346109141209089'],Over half of Tories want Truss to resign - follow live https://t.co/Vrq4ZehLfX,2022-10-18T12:21:25.000Z,1582346109141209089,Abdul248Abdul
56,210883893,['1582346060290138112'],"Oh dear,for a moment I felt really sorry for Liz Truss…it soon passed",2022-10-18T12:21:13.000Z,1582346060290138112,salvatorRosa
57,130120037,['1582346032796807172'],"NEW: Liz Truss is no longer committed to defending the pensions triple lock, with PM’s official spox signalling it is up for renegotiation. 

This is despite 2019 manifesto pledge and PM saying at Tory party conference she remained “committed” to it.",2022-10-18T12:21:07.000Z,1582346032796807172,PippaCrerar
58,1425124199128084480,['1582346028660899840'],"what a career for Liz Truss: she’s already buried the Queen, the Pound &amp; the Tory Party",2022-10-18T12:21:06.000Z,1582346028660899840,netcapgirl
59,2469884407,['1582345991562620928'],Liz Truss and the Conservative Party are good for anarchy,2022-10-18T12:20:57.000Z,1582345991562620928,mathew_bartley
60,241628844,['1582345986948538368'],UK Prime Minister Liz Truss fights for her political survival | Latest E... https://t.co/Wg8znMDqRe via @YouTube,2022-10-18T12:20:56.000Z,1582345986948538368,BlakezZ95
61,31555416,['1582345978673528833'],"@MorganaYesYes They're saying ""why aren't we talking about how Liz Truss is unelected"" and we are but the only solution the public could enact on that is a violent uprising.",2022-10-18T12:20:54.000Z,1582345978673528833,dunnace
62,282822011,['1582345968376127488'],"@TalkTV Liz Truss is Joe Biden in womens clothes, the pair off them ruining the 2 of the most powerful countries in the west, get Boris and Trunp back, atleast politics was slightly amusing when they both in power,Still could be worse if another party was in power in the UK,",2022-10-18T12:20:52.000Z,1582345968376127488,raxmax74
63,570927672,['1582345958750572545'],"Global investors slashed allocations to UK equities in the month after Liz Truss became prime minister, a Bank of America survey shows",2022-10-18T12:20:49.000Z,1582345958750572545,marketsday
64,1390017906327625735,['1582345941520355329'],"@NoContextBrits Liz Truss. The others are too strongly protected, and she will bring about her own downfall regardless.",2022-10-18T12:20:45.000Z,1582345941520355329,AndrewW10375679
65,16614645,['1582345923887534080'],Feel sorry for Liz Truss? https://t.co/7KSdtd9WuQ,2022-10-18T12:20:41.000Z,1582345923887534080,markpower
66,20390219,['1582345923509616640'],I’m starting to think the only explanation for the current horrific government is a ploy to make Boris’ behaviour seem ‘not that bad’. That or Liz Truss is still a Lib Dem who’s secretly bringing down the Tory party https://t.co/ipyQQkwuWK,2022-10-18T12:20:41.000Z,1582345923509616640,mikeytomsmith
67,1581301115311857665,['1582345913967685633'],"38 percent of Conservative members back Liz Truss in or out of office. That's a huge figure and will result in an instant General Election if she was to leave. Back the Unity candidate. Back PM Liz Truss - or face a Tory split! 
@trussliz @10DowningStreet #LizTrussPM",2022-10-18T12:20:39.000Z,1582345913967685633,ToryTruss
68,1382431445063495688,['1582345895122960384'],🏴‍☠️ Liz Truss favourability sinks to new lows https://t.co/M8pmnhqqeK https://t.co/QJ6ycckedw,2022-10-18T12:20:34.000Z,1582345895122960384,torysleazeUK
69,18673218,['1582345890206867456'],I don’t think anyone in the Conservative Party thought Liz Truss would be a good PM. The membership never wanted Boris to go. They have one last chance to put someone else in but who?,2022-10-18T12:20:33.000Z,1582345890206867456,SkinSpecialist
70,1296424513068908546,['1582345880698396677'],"@JasioKaczanek @Cbennnz @bobbertyallen @michaelmezz Also, if you're talking about clothing industries that use fossil fuel powered things - then her suggestion would improve it instead of doing the opposite. Liz Truss's actions on the other hand worsens it.",2022-10-18T12:20:31.000Z,1582345880698396677,BotEmpathetic
71,1095683792021475329,['1582345864034791424'],Bring Back Liz Truss!,2022-10-18T12:20:27.000Z,1582345864034791424,Ludo_Parks
72,130109576,['1582345860129914880'],Liz Truss faces fresh peril as 'Balti Bandit' rebels meet for secret curry plot https://t.co/AnYPMKd96y,2022-10-18T12:20:26.000Z,1582345860129914880,SunPolitics
73,819027640938090497,['1582345857613324288'],"@emilyhewertson Liz Truss should have never been a BrExit Trade Secretary or PM.
Interesting how BrExit ended up as a disaster in her hands. 
Utter dimwit who was allowed to destroy country, businesses ..",2022-10-18T12:20:25.000Z,1582345857613324288,ilona_mclean
74,1380877867580583946,['1582345852764704768'],Cummings trying to blame Liz Truss’ failures on remoaners / the woke blob. https://t.co/9RAXKlWATH,2022-10-18T12:20:24.000Z,1582345852764704768,RoyStew78036358
75,1026806432,['1582345845281734657'],Liz Truss says sorry for mistakes but vows to stay on as PM in BBC inter... https://t.co/JSoegsPW0D via @YouTube She says nothing about our borders... a plastic answer,2022-10-18T12:20:22.000Z,1582345845281734657,snicklin1
76,61488353,['1582345831738642435'],I'm guessing it's Liz Truss?? https://t.co/fhQrQBR0zZ,2022-10-18T12:20:19.000Z,1582345831738642435,KevlarP18
77,1530767479,['1582345798989549568'],Britannia rechained: Liz Truss enters her hostage era https://t.co/SN9Lqih4zR,2022-10-18T12:20:11.000Z,1582345798989549568,19Averil
78,412381471,['1582345793817972737'],"#ToryShambles he is one of the only Tory MPs that was doing good in his job.
#TrussOut43
https://t.co/7SddH25Q6S",2022-10-18T12:20:10.000Z,1582345793817972737,CoastPaul
79,101740307,['1582345793151053824'],"This is a massive problem with British politics atm, media causing a frenzy over stuff like this and putting it as “breaking news”. Who gives a flying fuck what Tory members want? There’s 200k of them and Liz Truss is safe from a no confidence vote for another 11 months. https://t.co/HlnK7fnw3O",2022-10-18T12:20:10.000Z,1582345793151053824,MAPhillips2010
80,61488353,['1582345788964814848'],@TalkTV I'm guessing it's Liz Truss?,2022-10-18T12:20:09.000Z,1582345788964814848,KevlarP18
81,29959618,['1582345782354915330'],Who could replace UK's under-fire premier Liz Truss? https://t.co/PTFMBJqphm,2022-10-18T12:20:07.000Z,1582345782354915330,TOIWorld
82,960163113382260736,['1582345759391113222'],"Liz Truss Does Not See Michael Gove As A Sadist, No.10 Clarifies 

#Michael | #Sadist | #Clarifies https://t.co/HqL1eDPgjP",2022-10-18T12:20:02.000Z,1582345759391113222,CarrieJarrells
83,7587032,['1582345751308341248'],"'Prime minister has my full support'.

Business and Energy Secretary Jacob Rees-Mogg reiterates his support for Liz Truss and tells #KayBurley 'the markets are reassured' as he enters No 10 for a cabinet meeting.

https://t.co/WUnquWe61F https://t.co/CvHd0Uslwo",2022-10-18T12:20:00.000Z,1582345751308341248,SkyNews
84,67428426,['1582345751035875328'],Minister threatens to quit if defence spending commitment is broken https://t.co/lrW5kA42nS [@StandardNews],2022-10-18T12:20:00.000Z,1582345751035875328,MsMigot
85,3471206595,['1582345719888814081'],@SamCoatesSky Do these idiots realise that Boris Johnson endorsed Liz Truss?,2022-10-18T12:19:52.000Z,1582345719888814081,FlimsRadar
86,1101951570932051968,['1582345707612123137'],"🤔wonder if liz had a nice party with her cabinet last night at no 10? Wonder who paid.....oh silly me we did! #Partygate2
#Truss #ToryCriminalsUnfitToGovern #ToriesLeechingOffThePeople",2022-10-18T12:19:49.000Z,1582345707612123137,losingmyFOM
87,2319483428,['1582345671868194817'],@Conservatives @trussliz @Jeremy_Hunt We need Labour government to sort out this mess conservative government created people are losing their homes and their jobs if it’s continues uncertainty Liz Truss government created,2022-10-18T12:19:41.000Z,1582345671868194817,ahmedmukhtar01
88,746662817084899328,['1582345665325465601'],"“Long story short: ⁦@trussliz⁩ has pissed down your back, and now she’s telling you it’s raining.” #ToriesDestroyingOurCountry  https://t.co/SaGKF6yjQ8",2022-10-18T12:19:39.000Z,1582345665325465601,teggersmode
89,2822021412,['1582345659105312769'],Tory MPs Are Circling Liz Truss Like Vultures https://t.co/dsfbBdDVFu via @YouTube,2022-10-18T12:19:38.000Z,1582345659105312769,danikay18
90,954247658,['1582345651341299713'],"So senior tories are saying #TrussUnfitToGovern should not attend #PMQs 

Really, what is the point of Liz Truss.
#GeneralElectionNow #EnoughIsEnough",2022-10-18T12:19:36.000Z,1582345651341299713,EH54_Lainey
91,359258747,['1582345640704475136'],Shelagh Fogerty straight up saying live on the radio that Liz Truss was drugged up in Parliament yesterday,2022-10-18T12:19:33.000Z,1582345640704475136,Kaijuwonk
92,35190280,['1582345636829356032'],"Britain's new morning routine:

🥱 Wake up
☕️ Make coffee
🤦‍♀️ Check if Liz Truss is still PM

#GeneralElectionNow #TrussHasNoMandate #TrussOut",2022-10-18T12:19:33.000Z,1582345636829356032,TobiFrenzen
93,1334126715912728585,['1582345619103830016'],"Liz Truss loses backing of Tory members, poll finds — follow latest (The Times)
https://t.co/zwj72JFBoM",2022-10-18T12:19:28.000Z,1582345619103830016,PeterPNgo1
94,376461788,['1582345595544403968'],Liz Truss Is Finished https://t.co/94fpPsuuX1,2022-10-18T12:19:23.000Z,1582345595544403968,DavidPemberton5
95,461281625,['1582345570420920320'],"TFW genuinely appalling acts of criminal and political malversation are just throwaway lines amidst a rant about everything else that's gone absolutely FUBAR... 

https://t.co/23Ndnf4rdk https://t.co/KzxvjzG0dq",2022-10-18T12:19:17.000Z,1582345570420920320,ProfDaveAndress
96,1512313859767513094,['1582345554415456256'],@TalkTV Did someone put a bow on Liz Truss,2022-10-18T12:19:13.000Z,1582345554415456256,CampinelaA
97,80391302,['1582345550741278722'],"The whole Liz Truss ""thing"" (which looks like it may barely last 3 Scaramuccis), seems to boil down to ""politician with terrible ideas is still somehow made Prime Minister, enacts terrible policies and it's all proven to be terrible."" https://t.co/powwaXb7qX",2022-10-18T12:19:12.000Z,1582345550741278722,laura_atchison
98,189700892,['1582345474593665024'],Yes! Liz Truss has f*****! the UK public https://t.co/ZFqJNB37No,2022-10-18T12:18:54.000Z,1582345474593665024,aviatormmxi
99,157665977,['1582345447196139520'],"Excellent film from @ByDonkeys reminding us of the influence the Think Tanks/lobbying organisations at 55 #TuftonStreet have over Liz Truss and her government

#LizTruss #KwasiKwarteng #MiniBudget #IEA #TPA #LVIPolitics https://t.co/8zkq18XIba",2022-10-18T12:18:47.000Z,1582345447196139520,politicsastar
